v1,v2,Label
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,FALSE
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,TRUE
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,FALSE
ham,Is she replying. Has boye changed his phone number,FALSE
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",FALSE
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,FALSE
ham,"Nothing really, just making sure everybody's up to speed",FALSE
ham,I'm not coming home 4 dinner.,FALSE
ham,"Thank you. And by the way, I just lost.",FALSE
ham,Yes.he have good crickiting mind,FALSE
ham,Thx. All will be well in a few months,FALSE
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",TRUE
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,FALSE
ham,I wont. So wat's wit the guys,FALSE
ham,Yavnt tried yet and never played original either,FALSE
ham,"Hiya, had a good day? Have you spoken to since the weekend?",FALSE
ham,See? I thought it all through,FALSE
ham,I'm at work. Please call,FALSE
ham,get ready to moan and scream :),FALSE
ham,Oh k :)why you got job then whats up?,FALSE
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",FALSE
ham,And popping &lt;#&gt; ibuprofens was no help.,FALSE
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",FALSE
ham,Ok.,FALSE
ham,PS U no ur a grown up now right?,FALSE
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",FALSE
ham,I know a few people I can hit up and fuck to the yes,FALSE
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,FALSE
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,FALSE
ham,Oh god. I'm gonna Google nearby cliffs now.,FALSE
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,TRUE
ham,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,FALSE
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.",FALSE
ham,Thankyou so much for the call. I appreciate your care.,FALSE
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,FALSE
ham,I called but no one pick up e phone. I ask both of them already they said ok.,FALSE
ham,Hi my email address has changed now it is ,FALSE
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",FALSE
ham,"Not much, just some textin'. How bout you?",FALSE
ham,Bring it if you got it,FALSE
ham,I'm in a movie. Call me 4 wat?,FALSE
ham,Not sure I have the stomach for it ...,FALSE
ham,Haha... can... But i'm having dinner with my cousin...,FALSE
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",FALSE
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",FALSE
ham,soon you will have the real thing princess! Do i make you wet? :),FALSE
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,FALSE
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",FALSE
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",TRUE
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,FALSE
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",TRUE
ham,"Hmm well, night night ",FALSE
ham,Just wanted to say holy shit you guys weren't kidding about this bud,FALSE
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",FALSE
ham,"This is one of the days you have a billion classes, right?",FALSE
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",FALSE
ham,Ok then i'll let him noe later n ask him call u tmr...,FALSE
ham,Prabha..i'm soryda..realy..frm heart i'm sory,FALSE
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,FALSE
ham,* Will have two more cartons off u and is very pleased with shelves,FALSE
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,FALSE
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,TRUE
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,FALSE
ham,I notice you like looking in the shit mirror youre turning into a right freak,FALSE
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,FALSE
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",TRUE
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",FALSE
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,FALSE
ham,If you have belive me. Come to my home.,FALSE
ham,Oh k.k..where did you take test?,FALSE
ham,Those were my exact intentions,FALSE
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,FALSE
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",FALSE
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",FALSE
ham,Nothing just getting msgs by dis name wit different no's..,FALSE
ham,Good Morning plz call me sir,FALSE
ham,What's your room number again? Wanna make sure I'm knocking on the right door,FALSE
ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,FALSE
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,FALSE
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",FALSE
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,FALSE
ham,Every day i use to sleep after  &lt;#&gt;  so only.,FALSE
ham,K I'll call you when I'm close,FALSE
ham,U buy newspapers already?,FALSE
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,FALSE
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,FALSE
ham,No management puzzeles.,FALSE
ham,How did you find out in a way that didn't include all of these details,FALSE
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",TRUE
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,TRUE
ham,will you like to be spoiled? :),FALSE
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",TRUE
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,FALSE
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,FALSE
ham,Den wat will e schedule b lk on sun?,FALSE
ham,Lol enjoy role playing much?,FALSE
ham,Ok. Me watching tv too.,FALSE
ham,I just lov this line: \Hurt me with the truth,FALSE
ham,"Just checked out, heading out to drop off my stuff now",FALSE
ham,Here got lots of hair dresser fr china.,FALSE
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,FALSE
ham,Ill call you evening ill some ideas.,FALSE
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,TRUE
ham,Did you show him and wot did he say or could u not c him 4 dust?,FALSE
ham,It should take about  &lt;#&gt;  min,FALSE
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,TRUE
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,FALSE
ham,I cant pick the phone right now. Pls send a message,FALSE
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,TRUE
ham,Finish liao... U?,FALSE
spam,88066 FROM 88066 LOST 3POUND HELP,TRUE
ham,Haha i think i did too,FALSE
ham,U know we watchin at lido?,FALSE
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,FALSE
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",FALSE
ham,Cold. Dont be sad dear,FALSE
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,FALSE
ham,Is that on the telly? No its Brdget Jones!,FALSE
ham,Love you aathi..love u lot..,FALSE
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,FALSE
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,FALSE
ham,"Sorry, I'll call later in meeting",FALSE
ham,R Ì_ comin back for dinner?,FALSE
ham,"I hav almost reached. Call, i m unable to connect u.",FALSE
ham,Whom you waited for yesterday,FALSE
ham,I reach home safe n sound liao...,FALSE
ham,"Velly good, yes please!",FALSE
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",FALSE
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,FALSE
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,FALSE
ham,Dont you have message offer,FALSE
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,TRUE
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",FALSE
ham,Remind me how to get there and I shall do so,FALSE
ham,:-( that's not v romantic!,FALSE
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,FALSE
spam,You have 1 new message. Please call 08718738034.,TRUE
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,FALSE
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,TRUE
ham,Draw va?i dont think so:),FALSE
ham,Dont pick up d call when something important is There to tell. Hrishi,FALSE
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",TRUE
ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,FALSE
ham,"&lt;#&gt; , that's all? Guess that's easy enough",FALSE
ham,We can make a baby in yo tho,FALSE
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,FALSE
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,FALSE
ham,Still in the area of the restaurant. Ill try to come back soon,FALSE
ham,"Aight that'll work, thanks",FALSE
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,TRUE
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,TRUE
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",FALSE
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,TRUE
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",TRUE
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",TRUE
ham,So what do you guys do.,FALSE
ham,Also that chat was awesome but don't make it regular unless you can see her in person,FALSE
ham,That's significant but dont worry.,FALSE
ham,That's cause your old. I live to be high.,FALSE
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",FALSE
ham,On the way to office da..,FALSE
ham,In which place do you want da.,FALSE
ham,This pain couldn't have come at a worse time.,FALSE
ham,Ok...,FALSE
ham,Should I be stalking u?,FALSE
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,FALSE
ham,Ok lor.,FALSE
ham,Apps class varaya elaya.,FALSE
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,FALSE
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",TRUE
ham,That day you asked about anand number. Why:-),FALSE
ham,Am surfing online store. For offers do you want to buy any thing.,FALSE
ham,Long beach lor. Expected... U having dinner now?,FALSE
ham,At home by the way,FALSE
ham,We are both fine. Thanks,FALSE
ham,What happen to her tell the truth,FALSE
ham,Do you like Italian food?,FALSE
ham,Which is weird because I know I had it at one point,FALSE
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",FALSE
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,FALSE
ham,"Alright, see you in a bit",FALSE
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,FALSE
ham,I will take care of financial problem.i will help:),FALSE
ham,Tell dear what happen to you. Why you talking to me like an alian,FALSE
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,TRUE
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",FALSE
ham,Okie...,FALSE
ham,"Hi this is yijue, can i meet u at 11 tmr?",FALSE
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,FALSE
ham,But i dint slept in afternoon.,FALSE
ham,That seems unnecessarily affectionate,FALSE
ham,Yar else i'll thk of all sorts of funny things.,FALSE
ham,You will be in the place of that man,FALSE
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3",TRUE
ham,Thats cool. How was your day?,FALSE
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,TRUE
ham,R we going with the  &lt;#&gt;  bus?,FALSE
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",FALSE
ham,No..he joined today itself.,FALSE
ham,Okay same with me. Well thanks for the clarification,FALSE
ham,I'll talk to the others and probably just come early tomorrow then,FALSE
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",TRUE
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",FALSE
ham,Hi. I'm sorry i missed your call. Can you pls call back.,FALSE
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,FALSE
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",TRUE
ham,Ok then no need to tell me anything i am going to sleep good night,FALSE
ham,Ok try to do week end course in coimbatore.,FALSE
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,TRUE
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),FALSE
ham,If you r @ home then come down within 5 min,FALSE
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",FALSE
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",FALSE
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",FALSE
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,FALSE
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,TRUE
ham,Dunno lei he neva say...,FALSE
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,FALSE
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,FALSE
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,TRUE
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",FALSE
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",FALSE
ham,"If i let you do this, i want you in the house by 8am.",FALSE
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",FALSE
ham,I will reach before ten morning,FALSE
ham,Your pussy is perfect!,FALSE
ham,"Sorry, I'll call later",FALSE
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",TRUE
ham,No message..no responce..what happend?,FALSE
ham,Also where's the piece,FALSE
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",FALSE
ham,Boo. How's things? I'm back at home and a little bored already :-(,FALSE
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,FALSE
ham,PICK UR FONE UP NOW U DUMB?,FALSE
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",FALSE
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",FALSE
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,FALSE
ham,"Babe, I'm back ... Come back to me ...",FALSE
ham,Well you told others you'd marry them...,FALSE
ham,Neshanth..tel me who r u?,FALSE
ham,YO YO YO BYATCH WHASSUP?,FALSE
ham,Oh... Kay... On sat right?,FALSE
ham,Hi! This is Roger from CL. How are you?,FALSE
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),TRUE
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,FALSE
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,FALSE
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,FALSE
ham,I'm meeting Darren...,FALSE
ham,One of best dialogue in cute reltnship..!! \Wen i Die,FALSE
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",FALSE
ham,Dear where you will be when i reach there,FALSE
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),FALSE
ham,Ok... Thanx... Gd nite 2 Ì_ too...,FALSE
ham,"Come to me right now, Ahmad",FALSE
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,TRUE
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,FALSE
ham,O was not into fps then.,FALSE
ham,Huh means computational science... Y they like dat one push here n there...,FALSE
ham,"Could you not read me, my Love ? I answered you",FALSE
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,FALSE
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",FALSE
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,TRUE
ham,Oic... Then better quickly go bathe n settle down...,FALSE
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,FALSE
ham,A bloo bloo bloo I'll miss the first bowl,FALSE
ham,Lmao but its so fun...,FALSE
ham,Oh k k:)but he is not a big hitter.anyway good,FALSE
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,FALSE
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,TRUE
ham,Do you think i can move  &lt;#&gt;  in a week,FALSE
ham,She.s find. I sent you an offline message to know how anjola's now.,FALSE
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,TRUE
ham,How was txting and driving,FALSE
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,FALSE
ham,Really dun bluff me leh... U sleep early too. Nite...,FALSE
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",FALSE
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,FALSE
ham,Oh ya ya. I remember da. .,FALSE
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,FALSE
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",TRUE
ham,I not busy juz dun wan 2 go so early.. Hee..,FALSE
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,FALSE
ham,"Great. I'm in church now, will holla when i get out",FALSE
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,FALSE
ham,I donno if they are scorable,FALSE
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,FALSE
ham,"Yes but i dont care! I need you bad, princess!",FALSE
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",FALSE
ham,"Sorry, I'll call later",FALSE
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,FALSE
ham,Do u knw dis no. &lt;#&gt; ?,FALSE
ham,Then she dun believe wat?,FALSE
ham,K..give back my thanks.,FALSE
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,FALSE
ham,Okay. I've seen it. So i should pick it on friday?,FALSE
ham,How much she payed. Suganya.,FALSE
ham,Left dessert. U wan me 2 go suntec look 4 u?,FALSE
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",FALSE
ham,Onum ela pa. Normal than.,FALSE
ham,K.k..how is your sister kids?,FALSE
ham,"Cool, I'll text you when I'm on the way",FALSE
ham,Nope. Meanwhile she talk say make i greet you.,FALSE
ham,i cant talk to you now.i will call when i can.dont keep calling.,FALSE
ham,Anything lar...,FALSE
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",FALSE
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",FALSE
ham,They will pick up and drop in car.so no problem..,FALSE
ham,S.i think he is waste for rr..,FALSE
ham,He is world famamus....,FALSE
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,FALSE
ham,Lol well don't do it without me. We could have a big sale together.,FALSE
ham,* Am on my way,FALSE
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,FALSE
ham,"sry can't talk on phone, with parents",FALSE
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",TRUE
ham,Ok lor wat time Ì_ finish?,FALSE
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",FALSE
ham,Mm i am on the way to railway,FALSE
ham,i dnt wnt to tlk wid u,FALSE
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",FALSE
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,FALSE
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",TRUE
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",TRUE
ham,K.:)do it at evening da:)urgent:),FALSE
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,FALSE
ham,Mm have some kanji dont eat anything heavy ok,FALSE
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,FALSE
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,FALSE
ham,I dont thnk its a wrong calling between us,FALSE
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,FALSE
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,FALSE
